ordinal,case_id,category,conversation_id,turn_index,http_status,question,answer,citations_text,evidence_titles_joined,answer_quality_score_0_10,factual_correctness_0_4,question_focus_0_2,completeness_0_1_5,citation_support_0_1_5,clarity_style_0_1,cap_rule_applied,critical_fail,retrieval_evidence_score_0_10,missing_expected_slots_joined,forbidden_hits_joined,audit_notes
241,G5K_0241,comparison,,1,200,"So sánh ngắn Nam Bộ kháng chiến và Toàn quốc kháng chiến, tránh nhầm hai vế.","Nam Bộ kháng chiến bắt đầu ngày **23/9/1945** ở **Sài Gòn - Nam Bộ**; còn **Toàn quốc kháng chiến** bùng nổ ngày **19/12/1946** trên phạm vi cả nước. **Khác nhau** ở cả **thời điểm** lẫn **phạm vi**: một bên là kháng chiến ở Nam Bộ trước, một bên là kháng chiến toàn quốc sau. [1]","[1]: Mốc ngày 19/12/1946 trong lịch sử Việt Nam 1945-1954 :: Chuẩn hóa theo canonical fact NAM_BO_VS_TOAN_QUOC_KHANG_CHIEN: Nam Bộ kháng chiến bắt đầu ngày 23/9/1945 ở Sài Gòn - Nam Bộ khi Pháp trở lại xâm lược; Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống Pháp. Hai mốc khác nhau về phạm vi và thời điểm.. [TITLE] Mốc ngày 19/12/1946 trong lịch sử Việt Nam 1945-1954 [...","Mốc ngày 19/12/1946 trong lịch sử Việt Nam 1945-1954 | Đấu tranh ngoại giao với Pháp trước 19/12/1946 | Toàn quốc kháng chiến bùng nổ | Hình thành đường lối kháng chiến toàn dân, toàn diện, lâu dài, tự lực cánh sinh | Công bố/lan truyền Lời kêu gọi Toàn quốc kháng chiến",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
242,G5K_0242,comparison,,1,200,cuong linh dau nam 1930 va luan cuong thang 10/1930 khac nhau the nao?,"Cương lĩnh chính trị đầu năm 1930 và Luận cương chính trị tháng 10/1930 đều là văn kiện quan trọng của Đảng trong năm 1930, nhưng khác nhau ở chỗ: Cương lĩnh đầu tiên do Nguyễn Ái Quốc khởi thảo, đặt nền tảng đường lối cách mạng và nhấn mạnh nhiệm vụ độc lập dân tộc; còn Luận cương tháng 10/1930 do Trần Phú khởi thảo, tiếp tục định hướng đường lối của Đảng sau khi thành lập và nhấn mạnh vai trò lãnh đạo cách mạng của giai cấp công nhân [1][2].","[1]: Thông qua Luận cương chính trị tháng 10/1930 :: Chuẩn hóa theo canonical fact CUONG_LINH_VS_LUAN_CUONG_1930: Cương lĩnh chính trị đầu tiên đầu năm 1930 gắn với Nguyễn Ái Quốc và đặt nền tảng đường lối cách mạng, nhấn mạnh độc lập dân tộc; Luận cương chính trị tháng 10/1930 gắn với Trần Phú và là văn kiện tiếp tục định hướng đường lối của Đảng sau khi thành lập.. [TITLE] Thông qua Luận cương chín... | [2]: So sánh Cương lĩnh đầu tiên và Luận cương chính trị tháng 10/1930 :: Hai văn kiện chính trị đầu năm và tháng 10/1930. Điểm cần phân biệt là phạm vi, thời điểm và vai trò của Cương lĩnh đầu tiên so với Luận cương chính trị tháng 10/1930. Khi trả lời cần nêu rõ các từ khóa: Cương lĩnh; Luận cương; 1930.",Thông qua Luận cương chính trị tháng 10/1930 | So sánh Cương lĩnh đầu tiên và Luận cương chính trị tháng 10/1930 | Xô viết Nghệ Tĩnh trong cao trào 1930-1931 | Năm 1930: Đảng Cộng sản Việt Nam ra đời và cao trào 1930-1931 | Đảng Cộng sản Việt Nam thành lập năm 1930,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
243,G5K_0243,comparison,,1,200,Phân biệt giúp tôi Cách mạng Tháng Tám và kháng chiến chống Pháp ở điểm cốt lõi.,"Cốt lõi là: **Cách mạng Tháng Tám năm 1945** là cuộc **tổng khởi nghĩa giành chính quyền**, lật đổ ách thống trị cũ và mở ra nước Việt Nam Dân chủ Cộng hòa; còn **kháng chiến chống Pháp giai đoạn 1946-1954** là cuộc **đấu tranh quân sự - chính trị bảo vệ nền độc lập đó trước thực dân Pháp**, dẫn tới các mốc như Toàn quốc kháng chiến và Điện Biên Phủ. [1][3]","[1]: Timeline chuẩn hóa giai đoạn 1945-1954 :: Chuẩn hóa theo canonical fact CMT8_VS_ANTI_FRENCH_WAR: Cách mạng Tháng Tám 1945 là cuộc tổng khởi nghĩa giành chính quyền, dẫn tới nước Việt Nam Dân chủ Cộng hòa; kháng chiến chống Pháp là giai đoạn 1946-1954 chống thực dân Pháp, đi qua các mốc Toàn quốc kháng chiến, Biên giới 1950 và Điện Biên Phủ 1954.. [TITLE] Timeline chuẩn hóa giai đoạn 1945-1... | [3]: Ý nghĩa Cách mạng Tháng Tám 1945 :: Cách mạng Tháng Tám 1945 lật đổ ách thống trị cũ, giành chính quyền về tay nhân dân và mở ra kỷ nguyên độc lập dân tộc.",Timeline chuẩn hóa giai đoạn 1945-1954 | Đại hội II năm 1951 và Đảng Lao động Việt Nam | Ý nghĩa Cách mạng Tháng Tám 1945 | Lời kêu gọi thi đua ái quốc ngày 11/6/1948 | Cao trào kháng Nhật cứu nước năm 1945,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
244,G5K_0244,comparison,,1,200,Hiến pháp 1946 và Tuyên ngôn Độc lập khác nhau ở những mốc và ý nghĩa nào?,"Tuyên ngôn Độc lập gắn với mốc 2/9/1945, là văn kiện tuyên bố nền độc lập và khai sinh nước Việt Nam Dân chủ Cộng hòa; còn Hiến pháp 1946 là bản hiến pháp đầu tiên, thuộc mốc năm 1946, được Quốc hội thông qua để đặt nền tảng thể chế cho nhà nước mới. [1]","[1]: Timeline chuẩn hóa năm 1945 :: Chuẩn hóa theo canonical fact HIEN_PHAP_1946_VS_TUYEN_NGON: Tuyên ngôn Độc lập ngày 2/9/1945 là văn kiện tuyên bố độc lập, khai sinh nước Việt Nam Dân chủ Cộng hòa; Hiến pháp 1946 là bản hiến pháp đầu tiên, được Quốc hội thông qua để đặt nền tảng thể chế cho nhà nước mới.. [TITLE] Timeline chuẩn hóa năm 1945 [SUMMARY] Năm 1945 có các mốc chính: Nhậ...","Timeline chuẩn hóa năm 1945 | Ý nghĩa Cách mạng Tháng Tám 1945 | Năm 1945: Nhật đảo chính Pháp, Tổng khởi nghĩa và Tuyên ngôn Độc lập | Năm 1946: Hiệp định Sơ bộ, Tạm ước và Toàn quốc kháng chiến | Năm 1959: Đoàn 559 và đường Trường Sơn",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
245,G5K_0245,comparison,,1,200,"So sánh ngắn Genève 1954 và Paris 1973, tránh nhầm hai vế.","Genève 1954 và Paris 1973 là hai hiệp định khác nhau, không nên nhầm vế: **Genève 1954** gắn với kháng chiến chống Pháp, quy định **vĩ tuyến 17** là giới tuyến quân sự tạm thời; còn **Paris 1973** gắn với kháng chiến chống Mỹ, có nội dung chấm dứt chiến tranh, lập lại hòa bình và **Mỹ rút quân** khỏi miền Nam Việt Nam. [4] Sau Paris 1973, Mỹ rút quân nhưng chiến tranh chưa kết thúc ngay, còn kéo dài đến 1975 [1]","[1]: So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 :: Chuẩn hóa theo canonical fact GENEVE_1954_VS_PARIS_1973: Đừng nhầm Genève 1954 với Paris 1973: Genève thuộc bối cảnh kháng chiến chống Pháp, gắn với vĩ tuyến 17 là giới tuyến quân sự tạm thời; Paris 1973 thuộc bối cảnh kháng chiến chống Mỹ, gắn với chấm dứt chiến tranh, lập lại hòa bình và việc Mỹ rút quân.. [TITLE] So sánh Điện Biên Phủ 1954 và Ch... | [4]: So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 :: Hiệp định Genève 1954 gắn với lập lại hòa bình ở Đông Dương sau chiến tranh chống Pháp và quy định vĩ tuyến 17 là giới tuyến quân sự tạm thời. Hiệp định Paris 1973 là hiệp định về chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam và gắn với việc Mỹ rút quân khỏi miền Nam Việt Nam. Điểm giống nhau là đều là mốc ngoại giao lớn về hòa bình; điểm khác ...",So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 | Phân biệt Hiệp định Genève 1954 và Hiệp định Paris 1973 | So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 | So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 | Phân biệt Hiệp định Genève 1954 và Hiệp định Paris 1973,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
246,G5K_0246,comparison,,1,200,"So sánh ngắn So sánh Chiến dịch Tây Nguyên và Huế - Đà Nẵng năm 1975, tránh nhầm hai vế.","Chiến dịch **Tây Nguyên** là đòn mở đầu của Tổng tiến công mùa Xuân 1975, nổi bật với **Buôn Ma Thuột** ngày 10/3/1975; còn **Huế - Đà Nẵng** là hướng tiến công phát triển sau đó, trong đó **Huế** được giải phóng ngày **26/3/1975** rồi Đà Nẵng cuối tháng 3/1975. Nói ngắn gọn, Tây Nguyên là bước đột phá mở màn, còn Huế - Đà Nẵng là thắng lợi tiếp nối, không nên nhầm hai vế với nhau. [1][2][3] Chiến dịch Tây Nguyên 1975 mở đột phá chiến lược từ Buôn Ma Thuột ngày 10/3/1975, tạo đà tới Huế - Đà Nẵng [1]","[1]: Chiến dịch Tây Nguyên khác gì với Chiến dịch Huế–Đà Nẵng năm 1975 :: Chuẩn hóa theo canonical fact TAY_NGUYEN_VS_HUE_DA_NANG_1975: Chiến dịch Tây Nguyên là đòn mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975, nổi bật với Buôn Ma Thuột ngày 10/3/1975; Huế - Đà Nẵng là hướng tiến công phát triển sau đó, với Huế được giải phóng ngày 26/3/1975 và Đà Nẵng cuối tháng 3/1975. Không nên thay vế Huế - Đà Nẵng bằng... | [2]: Huế được giải phóng ngày 26/3/1975 :: Ngày 26/3/1975, Huế được giải phóng trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975. | [3]: Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột :: Ngày 10/3/1975, trận Buôn Ma Thuột mở màn chiến dịch Tây Nguyên, tạo đột phá cho Tổng tiến công mùa Xuân 1975.",Chiến dịch Tây Nguyên khác gì với Chiến dịch Huế–Đà Nẵng năm 1975 | Huế được giải phóng ngày 26/3/1975 | Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
247,G5K_0247,comparison,,1,200,"Nếu phải nêu hai vế rõ ràng, So sánh Hiệp định Sơ bộ và Toàn quốc kháng chiến nên trình bày thế nào?","Nếu phải nêu hai vế rõ ràng, có thể trình bày: **Hiệp định Sơ bộ 6/3/1946** là bước **đấu tranh ngoại giao** và hòa hoãn tạm thời giữa Chính phủ Việt Nam Dân chủ Cộng hòa với Pháp, còn **Toàn quốc kháng chiến 19/12/1946** là mốc bùng nổ **kháng chiến toàn quốc** chống Pháp; tức là một bên là thỏa thuận ngoại giao, bên kia là chuyển sang chiến đấu toàn diện. [1]","[1]: Năm 1946: Hiệp định Sơ bộ, Tạm ước và Toàn quốc kháng chiến :: Chuẩn hóa theo canonical fact HIEP_DINH_SO_BO_VS_TOAN_QUOC_1946: Hiệp định Sơ bộ 6/3/1946 là bước đấu tranh ngoại giao/hòa hoãn tạm thời giữa Chính phủ Việt Nam Dân chủ Cộng hòa và Pháp; Toàn quốc kháng chiến 19/12/1946 là mốc bùng nổ kháng chiến toàn quốc chống Pháp. Hai mốc khác nhau về tính chất: một là thỏa thuận ngoại giao, một là chuyển sang ...","Năm 1946: Hiệp định Sơ bộ, Tạm ước và Toàn quốc kháng chiến | Đấu tranh ngoại giao với Pháp trước 19/12/1946 | Toàn quốc kháng chiến bùng nổ | Hình thành đường lối kháng chiến toàn dân, toàn diện, lâu dài, tự lực cánh sinh | Công bố/lan truyền Lời kêu gọi Toàn quốc kháng chiến",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
248,G5K_0248,comparison,,1,200,Phân biệt giúp tôi Phân biệt Tết Mậu Thân 1968 và Hiệp định Paris 1973 ở điểm cốt lõi.,"Cốt lõi là: **Tết Mậu Thân 1968** là một cuộc **tổng tiến công và nổi dậy** trên nhiều đô thị miền Nam, tạo tác động chính trị lớn và thúc đẩy đàm phán; còn **Hiệp định Paris 1973** là một **văn kiện ngoại giao** được ký để **chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam**, trong đó gắn với việc **Mỹ rút quân** khỏi miền Nam Việt Nam. Hai mốc liên hệ với nhau nhưng khác nhau về bản chất: một bên là sự kiện quân sự–chính trị, một bên là thỏa thuận ngoại giao. [2][4][1] Sau Paris 1973, Mỹ rút quân nhưng chiến tranh chưa kết thúc ngay, còn kéo dài đến 1975 [1]","[1]: Ý nghĩa Hiệp định Paris 1973 :: Chuẩn hóa theo canonical fact TET_MAU_THAN_VS_PARIS_1973: Tết Mậu Thân 1968 là cuộc tổng tiến công tạo tác động chính trị lớn, ảnh hưởng dư luận Mỹ và thúc đẩy đàm phán; Hiệp định Paris 1973 là văn kiện ngoại giao về chấm dứt chiến tranh, lập lại hòa bình và gắn với việc Mỹ rút quân. Hai mốc liên hệ nhưng khác bản chất.. [TITLE] Ý nghĩa Hiệp định P... | [2]: Năm 1968: Tổng tiến công và nổi dậy Tết Mậu Thân :: Năm 1968, Tổng tiến công và nổi dậy Tết Mậu Thân diễn ra trên nhiều đô thị miền Nam. | [4]: Bối cảnh chính của Hiệp định Paris 1973 :: Ngày 27/1/1973, Hiệp định Paris về chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam được ký kết.",Ý nghĩa Hiệp định Paris 1973 | Năm 1968: Tổng tiến công và nổi dậy Tết Mậu Thân | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long | Bối cảnh chính của Hiệp định Paris 1973 | Chiến tranh đặc biệt ở miền Nam giai đoạn 1961-1965,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
249,G5K_0249,comparison,,1,200,Phân biệt giúp tôi Điện Biên Phủ 1954 và Điện Biên Phủ trên không 1972 ở điểm cốt lõi.,"Cốt lõi là: Điện Biên Phủ 1954 là chiến thắng **1954 chống Pháp**, còn Điện Biên Phủ trên không 1972 là chiến thắng **1972 chống Mỹ**, khi quân dân miền Bắc đánh bại cuộc tập kích chiến lược bằng **B-52** vào Hà Nội - Hải Phòng. [1] Điện Biên Phủ trên không 1972 đánh bại B-52 trong 12 ngày đêm, tạo sức ép quan trọng dẫn tới Paris 1973 [1]","[1]: Điện Biên Phủ trên không :: Chuẩn hóa theo canonical fact DBP_1954_VS_AIR_1972: Điện Biên Phủ 1954 là chiến thắng chống Pháp ở Tây Bắc, kết thúc ngày 7/5/1954; còn Điện Biên Phủ trên không 1972 là thắng lợi chống Mỹ, đánh bại cuộc tập kích B-52 trong 12 ngày đêm Hà Nội - Hải Phòng.. [TITLE] Điện Biên Phủ trên không - canonical answer evidence [SUMMARY] Cuối tháng 12/1972, quâ...",Điện Biên Phủ trên không | So sánh Điện Biên Phủ 1954 và Điện Biên Phủ trên không 1972 | Năm 1972: Tiến công chiến lược và Điện Biên Phủ trên không | Bối cảnh chính của Điện Biên Phủ trên không | Diễn biến chính thời kỳ 1945-1954,9.5,4.0,2.0,1.5,1.0,1.0,,False,10.0,,,
250,G5K_0250,comparison,,1,200,Phân biệt giúp tôi Chiến dịch Tây Nguyên và Chiến dịch Hồ Chí Minh ở điểm cốt lõi.,"Điểm cốt lõi là: **Tây Nguyên mở đầu** cho đột phá chiến lược của Tổng tiến công mùa Xuân 1975, với điểm nổi bật là Buôn Ma Thuột; còn **Chiến dịch Hồ Chí Minh** là chiến dịch cuối cùng, tiến công vào Sài Gòn và kết thúc bằng thắng lợi ngày **30/4/1975**. Nói ngắn gọn, chiến dịch Tây Nguyên là bước mở màn, còn Chiến dịch Hồ Chí Minh là đòn quyết định chốt hạ toàn bộ cuộc tổng tiến công. [1][2] Chiến dịch Tây Nguyên 1975 mở đột phá chiến lược từ Buôn Ma Thuột ngày 10/3/1975, tạo đà tới Huế - Đà Nẵng [1]","[1]: Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 :: Chuẩn hóa theo canonical fact TAY_NGUYEN_VS_HCM_CAMPAIGN: Chiến dịch Tây Nguyên 1975 mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975, nổi bật với Buôn Ma Thuột; Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng ở Sài Gòn, kết thúc bằng thắng lợi ngày 30/4/1975. Hai chiến dịch khác nhau về vị trí trong chuỗi tiến công.. [TITLE] Ý nghĩa Chiến... | [2]: Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng :: Ngày 30/4/1975, quân giải phóng chiếm Dinh Độc Lập và buộc Tổng thống Dương Văn Minh tuyên bố đầu hàng không điều kiện. Mốc này báo hiệu toàn thắng của Chiến dịch Hồ Chí Minh và gắn với kết thúc thắng lợi cuộc kháng chiến chống Mỹ, cứu nước.",Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 | Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng | Nguồn chứng minh 30/4/1975 là mốc kết thúc chiến tranh và thống nhất đất nước | So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 | Trận Buôn Ma Thuột mở màn then chốt,9.75,4.0,2.0,1.5,1.25,1.0,,False,10.0,,,
251,G5K_0251,misconception_correction,,1,200,ke theo thu tu thoi gian tet mau than den paris?,"Theo thứ tự thời gian trong giai đoạn 1968 → 1973: năm 1968 diễn ra Tổng tiến công và nổi dậy Tết Mậu Thân trên nhiều đô thị miền Nam, sự kiện này tạo tác động chính trị và thúc đẩy đàm phán; đến ngày 27/1/1973, Hiệp định Paris được ký, đánh dấu việc Mỹ rút quân khỏi miền Nam Việt Nam. [2][4][1]","[1]: Timeline chuẩn hóa giai đoạn 1954-1975 :: Chuẩn hóa theo focus planner TET_1968_TO_PARIS_1973_FOCUSED_TIMELINE: Từ Tết Mậu Thân 1968 đến Paris 1973 nên nhớ tuyến chính: Tết Mậu Thân 1968 tạo tác động chính trị, thúc đẩy đàm phán; ngày 27/1/1973, Hiệp định Paris được ký, gắn với việc Mỹ rút quân nhưng chiến tranh chưa kết thúc ngay.. [TITLE] Timeline chuẩn hóa giai đoạn 1954-1975 [SUMMARY] ... | [2]: Năm 1968: Tổng tiến công và nổi dậy Tết Mậu Thân :: Năm 1968, Tổng tiến công và nổi dậy Tết Mậu Thân diễn ra trên nhiều đô thị miền Nam. | [4]: So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 :: Hiệp định Genève 1954 gắn với lập lại hòa bình ở Đông Dương sau chiến tranh chống Pháp và quy định vĩ tuyến 17 là giới tuyến quân sự tạm thời. Hiệp định Paris 1973 là hiệp định về chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam và gắn với việc Mỹ rút quân khỏi miền Nam Việt Nam. Điểm giống nhau là đều là mốc ngoại giao lớn về hòa bình; điểm khác ...",Timeline chuẩn hóa giai đoạn 1954-1975 | Năm 1968: Tổng tiến công và nổi dậy Tết Mậu Thân | So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 | So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 | So sánh Đồng Khởi và Tết Mậu Thân 1968,6.75,2.8,1.2,0.75,1.0,1.0,,False,9.0,1960 | 1972,,
252,G5K_0252,misconception_correction,,1,200,Có đúng không khi nói biên giới quốc gia vĩnh viễn? Hãy sửa lại cho chuẩn.,"Mình chưa có đủ căn cứ từ DRAFT và EVIDENCE để xác nhận hay sửa chính xác cụm “biên giới quốc gia vĩnh viễn”. Nếu bạn muốn, hãy gửi thêm câu đầy đủ hoặc ngữ cảnh, mình sẽ giúp chỉnh lại cho chuẩn.",,Việt Nam hóa chiến tranh giai đoạn 1969-1973 | Lời kêu gọi thi đua ái quốc ngày 11/6/1948 | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long | Năm 1959: Đoàn 559 và đường Trường Sơn | Diễn biến chính thời kỳ 1945-1954,1.5,0.0,0.5,0.0,0.0,1.0,no expected factual slot found; missing citation,True,2.5,vĩ tuyến 17 | giới tuyến quân sự tạm thời | không phải biên giới vĩnh viễn | kết thúc chiến tranh | tổng tuyển cử,biên giới quốc gia vĩnh viễn,
253,G5K_0253,misconception_correction,,1,200,Có đúng không khi nói Toàn quốc kháng chiến 19/12/1946? Hãy sửa lại cho chuẩn.,"Đúng, nhưng nên viết chuẩn là: **“Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống thực dân Pháp.”** [1]","[1]: Toàn quốc kháng chiến :: Chuẩn hóa theo canonical fact TOAN_QUOC_KHANG_CHIEN_1946_START_DATE: Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống thực dân Pháp.. [TITLE] Toàn quốc kháng chiến - canonical answer evidence [SUMMARY] Ngày 19/12/1946, cuộc Toàn quốc kháng chiến chống thực dân Pháp bùng nổ. Lời kêu gọi Toàn quốc kháng chiến của...","Toàn quốc kháng chiến | Đấu tranh ngoại giao với Pháp trước 19/12/1946 | Toàn quốc kháng chiến bùng nổ | Hình thành đường lối kháng chiến toàn dân, toàn diện, lâu dài, tự lực cánh sinh | Công bố/lan truyền Lời kêu gọi Toàn quốc kháng chiến",5.2,1.5,1.2,0.5,1.0,1.0,,False,9.0,Nam Bộ kháng chiến | thực dân Pháp trở lại,,
254,G5K_0254,misconception_correction,,1,200,buon ma thuot va hue duoc giai phong khac nhau o diem cot loi nao?,"Khác nhau cốt lõi là: **Buôn Ma Thuột** được giải phóng trước, ngày **10/3/1975**, và là trận mở màn của Chiến dịch Tây Nguyên, tạo đột phá cho cục diện chiến tranh; còn **Huế** được giải phóng ngày **26/3/1975**, muộn hơn, trong đà phát triển nhanh của Tổng tiến công mùa Xuân 1975. [3] [2]","[2]: Huế được giải phóng ngày 26/3/1975 :: Ngày 26/3/1975, Huế được giải phóng trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975. | [3]: Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột :: Ngày 10/3/1975, trận Buôn Ma Thuột mở màn chiến dịch Tây Nguyên, tạo đột phá cho Tổng tiến công mùa Xuân 1975.",Tổng hợp sự kiện nên học của năm 1975 | Huế được giải phóng ngày 26/3/1975 | Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột | Đại hội I của Đảng năm 1935 | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
255,G5K_0255,misconception_correction,,1,200,"Nếu người học nhầm về Đội Việt Nam Tuyên truyền Giải phóng quân và Việt Minh, cần đính chính mốc/sự kiện nào?","Không. Cần đính chính theo mốc đúng là: **năm 1941** gắn với sự ra đời của **Việt Minh**, còn **22/12/1944** là ngày thành lập **Đội Việt Nam Tuyên truyền Giải phóng quân** — một **lực lượng vũ trang** cách mạng quan trọng. [1][2]","[1]: Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944 :: Chuẩn hóa theo canonical fact VIET_MINH_TO_VNTTGPQ_TIMELINE: Thứ tự cần nhớ: năm 1941 Việt Minh ra đời, tập hợp lực lượng giải phóng dân tộc; sau đó ngày 22/12/1944 Đội Việt Nam Tuyên truyền Giải phóng quân được thành lập, là lực lượng vũ trang cách mạng quan trọng.. [TITLE] Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944 [SUMMA... | [2]: Hội nghị Trung ương 8 năm 1941 và Việt Minh :: Hội nghị Trung ương 8 năm 1941 hoàn chỉnh chuyển hướng chiến lược, đặt giải phóng dân tộc lên hàng đầu và gắn với việc thành lập Việt Minh.","Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944 | Hội nghị Trung ương 8 năm 1941 và Việt Minh | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Năm 1930: Đảng Cộng sản Việt Nam ra đời và cao trào 1930-1931 | Năm 1945: Nhật đảo chính Pháp, Tổng khởi nghĩa và Tuyên ngôn Độc lập",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
256,G5K_0256,misconception_correction,,1,200,dung nham chien dich tay nguyen voi chien dich ho chi minh can nho gi?,"Cần nhớ rằng **Chiến dịch Tây Nguyên** là bước mở đầu **đột phá chiến lược** của Tổng tiến công mùa Xuân 1975; trận **Buôn Ma Thuột** ngày **10/3/1975** đã tạo đà rất mạnh để quân ta phát triển nhanh ra **Huế - Đà Nẵng**, rồi tiến tới **Sài Gòn**. **Chiến dịch Hồ Chí Minh** là đòn quyết định cuối cùng, kết thúc bằng thắng lợi ngày **30/4/1975** khi Sài Gòn được giải phóng. [1][2][3]","[1]: Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột :: Chuẩn hóa theo canonical fact TAY_NGUYEN_1975_BREAKTHROUGH: Chiến dịch Tây Nguyên 1975 mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975; thắng lợi ở Buôn Ma Thuột ngày 10/3/1975 tạo đà phát triển nhanh tới Huế - Đà Nẵng và cuối cùng tới Sài Gòn, kết thúc bằng mốc 30/4/1975 trong Chiến dịch Hồ Chí Minh.. [TITLE] Ngày 10/3/1975 mở màn chiến... | [2]: Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 :: Chiến dịch Hồ Chí Minh là đòn quyết định trong cuộc tấn công quân sự cuối cùng của mùa Xuân 1975. Ngày 30/4/1975, Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng. Nguồn chứng nhận gắn thắng lợi này với giải phóng miền Nam, thống nhất đất nước và kết thúc cuộc kháng chiến chống Mỹ, cứu nước. | [3]: Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng :: Ngày 30/4/1975, quân giải phóng chiếm Dinh Độc Lập và buộc Tổng thống Dương Văn Minh tuyên bố đầu hàng không điều kiện. Mốc này báo hiệu toàn thắng của Chiến dịch Hồ Chí Minh và gắn với kết thúc thắng lợi cuộc kháng chiến chống Mỹ, cứu nước.",Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột | Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 | Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng | Nguồn chứng minh 30/4/1975 là mốc kết thúc chiến tranh và thống nhất đất nước | So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975,8.05,2.8,2.0,1.0,1.25,1.0,,False,10.0,Tây Nguyên mở đầu,,
